dt,risk 1% · breaker 4%,risk 1% · breaker 8%,risk 1% · breaker 10%,risk 1% · breaker off,risk 2% · breaker 4%,risk 2% · breaker 8%,risk 2% · breaker 10%,risk 2% · breaker off,risk 3% · breaker 4%,risk 3% · breaker 8%,risk 3% · breaker 10%,risk 3% · breaker off,risk 4% · breaker 4%,risk 4% · breaker 8%,risk 4% · breaker 10%,risk 4% · breaker off,risk 5% · breaker 4%,risk 5% · breaker 8%,risk 5% · breaker 10%,risk 5% · breaker off
2021-04,-0.012687574620384612,-0.012687574620384612,-0.012687574620384612,-0.012687574620384612,-0.025441023901263127,-0.025441023901263127,-0.025441023901263127,-0.025441023901263127,-0.03825374470481846,-0.03825374470481757,-0.03825374470481757,-0.03825374470481757,-0.05111938164264107,-0.05111938164264118,-0.05111938164264118,-0.05111938164264118,-0.07093663200795197,-0.06403181556427273,-0.06403181556427273,-0.06403181556427273
2021-05,0.0005213876556258157,0.0005213876556258157,0.0005213876556258157,0.0005213876556258157,0.0002118476668699909,0.0002118476668699909,0.0002118476668699909,0.0002118476668699909,-0.000905807967247263,-0.0009058079672470409,-0.0009058079672470409,-0.0009058079672470409,-0.08286914928511013,-0.002808893930810741,-0.002808893930810741,-0.002808893930810741,-0.08546295805068593,-0.005474852432387434,-0.005474852432387434,-0.005474852432387434
2021-06,0.004995645495332379,0.004995645495332379,0.004995645495332379,0.004995645495332379,0.009702651912615545,0.009702651912615545,0.009702651912615545,0.009702651912615545,0.01412311787450915,0.014123117874509594,0.014123117874509594,0.014123117874509594,0.002129862564487217,0.018259151501468507,0.018259151501468507,0.018259151501468507,-0.043579717229919046,0.022112870465540668,0.022112870465540668,0.022112870465540668
2021-07,0.03306423552966975,0.03306423552966975,0.03306423552966975,0.03306423552966975,0.06675908314188761,0.06675908314188761,0.06675908314188761,0.06675908314188761,0.10109180337311319,0.10109180337311208,0.10109180337311208,0.10109180337311208,0.13606979174884248,0.13606979174884248,0.13606979174884248,0.13606979174884248,0.15725103415350117,0.17170058193544402,0.17170058193544402,0.17170058193544402
2021-08,0.0027802159087189082,0.0027802159087189082,0.0027802159087189082,0.0027802159087189082,0.005163290036491075,0.005163290036491075,0.005163290036491075,0.005163290036491075,0.007156471320529434,0.007156471320529656,0.007156471320529656,0.007156471320529656,0.00876671673998941,0.008766716739989633,0.008766716739989633,0.008766716739989633,-0.04185284305822867,0.010000705868062454,0.010000705868062454,0.010000705868062454
2021-09,0.016044642044775292,0.016044642044775292,0.016044642044775292,0.016044642044775292,0.03175686446360815,0.03175686446360815,0.03175686446360815,0.03175686446360815,0.04712600897001007,0.04712600897000985,0.04712600897000985,0.04712600897000985,0.062141613676210294,0.06214161367620985,0.06214161367620985,0.06214161367620985,0.08958528577825775,0.07679340923672129,0.07679340923672129,0.07679340923672129
2021-10,0.004478908330892484,0.004478908330892484,0.004478908330892484,0.004478908330892484,0.007958673123229287,0.007958673123229287,0.007958673123229287,0.007958673123229287,0.010447247788601954,0.010447247788602176,0.010447247788602176,0.010447247788602176,0.01195405918524517,0.011954059185246058,0.011954059185246058,0.011954059185246058,0.012489956547917735,0.012489956547917513,0.012489956547917513,0.012489956547917513
2021-11,0.013551373756337304,0.013551373756337304,0.013551373756337304,0.013551373756337304,0.026954268189610886,0.026954268189610886,0.026954268189610886,0.026954268189610886,0.04020806415257816,0.04020806415257794,0.04020806415257794,0.04020806415257794,0.053312139050814666,0.053312139050813556,0.053312139050813556,0.053312139050813556,0.06626586681868107,0.06626586681868152,0.06626586681868152,0.06626586681868152
2021-12,0.03746467928901742,0.03746467928901742,0.03746467928901742,0.03746467928901742,0.07555696238616672,0.07555696238616672,0.07555696238616672,0.07555696238616672,0.11427684929144788,0.11427684929144788,0.11427684929144788,0.11427684929144788,0.15362434000486025,0.15362434000486003,0.15362434000486003,0.15362434000486003,0.1935994345264045,0.19359943452640516,0.19359943452640516,0.19359943452640516
2022-01,0.01660961611518741,0.01660961611518741,0.01660961611518741,0.01660961611518741,0.03236092934331869,0.03236092934331869,0.03236092934331869,0.03236092934331869,0.04725027505722057,0.047250275057220126,0.047250275057220126,0.047250275057220126,0.06127518778238783,0.061275187782388496,0.061275187782388496,0.061275187782388496,0.07443432808478545,0.07443432808478567,0.07443432808478567,0.07443432808478567
2022-02,-0.02197193045147361,-0.02197193045147361,-0.02197193045147361,-0.02197193045147361,-0.043944004775659185,-0.043944004775659185,-0.043944004775659185,-0.043944004775659185,-0.0716435311302549,-0.06589921472542937,-0.06589921472542937,-0.06589921472542937,-0.0912239121064703,-0.08782095809673907,-0.08782095809673907,-0.08782095809673907,-0.11332055359564264,-0.10969303859785873,-0.10969303859785873,-0.10969303859785873
2022-03,-0.007097885134659254,-0.007097885134659254,-0.007097885134659254,-0.007097885134659254,-0.014767015014521045,-0.014767015014521045,-0.014767015014521045,-0.014767015014521045,-0.08415994900536028,-0.022984258490270193,-0.022984258490270193,-0.022984258490270193,-0.08349607756839716,-0.031726790982128494,-0.031726790982128494,-0.031726790982128494,-0.09989291001130918,-0.04097209447985084,-0.04097209447985084,-0.04097209447985084
2022-04,-0.009935226881170989,-0.009935226881170989,-0.009935226881170989,-0.009935226881170989,-0.020218403486183645,-0.020218403486183645,-0.020218403486183645,-0.020218403486183645,-0.021732059803236115,-0.030838123062030487,-0.030838123062030487,-0.030838123062030487,-0.014203506994379334,-0.0417828840459189,-0.0417828840459189,-0.0417828840459189,-0.10194621999215658,-0.050310750716177854,-0.0530410966846504,-0.0530410966846504
2022-05,0.022214932157301304,0.022214932157301304,0.022214932157301304,0.022214932157301304,0.043681057737564144,0.043681057737564144,0.043681057737564144,0.043681057737564144,0.06441125555204574,0.06441125555204508,0.06441125555204508,0.06441125555204508,-0.04637512137986233,0.08441811075664973,0.08441811075664973,0.08441811075664973,-0.043077641758595075,0.10371392317419104,0.10371392317419059,0.10371392317419059
2022-06,0.03544345158976947,0.03544345158976947,0.03544345158976947,0.03544345158976947,0.0700485489680105,0.0700485489680105,0.0700485489680105,0.0700485489680105,0.1038137712430034,0.10381377124300428,0.10381377124300428,0.10381377124300428,0.13462097073533053,0.13673756756698285,0.13673756756698285,0.13673756756698285,-0.04923079319802037,0.16881835604511308,0.16881835604511308,0.16881835604511308
2022-07,-0.02195004355651864,-0.02195004355651864,-0.02195004355651864,-0.02195004355651864,-0.04362746330316136,-0.04362746330316136,-0.04362746330316136,-0.04362746330316136,-0.06503304732134285,-0.0650330473213423,-0.0650330473213423,-0.0650330473213423,-0.07602121111358962,-0.08616759074469382,-0.08616759074469382,-0.08616759074469382,-0.0944012094546619,-0.1070318957519899,-0.10703189575198913,-0.10703189575198913
2022-08,0.02440915777291197,0.02440915777291197,0.02440915777291197,0.02440915777291197,0.04898281217150968,0.04898281217150968,0.04898281217150968,0.04898281217150968,0.07371621927913141,0.07371621927913163,0.07371621927913163,0.07371621927913163,0.09860464912972788,0.098604649129727,0.098604649129727,0.098604649129727,0.10002614113670116,0.12364338562906685,0.1236433856290664,0.1236433856290664
2022-09,-0.008815563169184526,-0.008815563169184526,-0.008815563169184526,-0.008815563169184526,-0.017997344545206073,-0.017997344545206073,-0.017997344545206073,-0.017997344545206073,-0.02753152659036795,-0.027531526590367172,-0.027531526590367172,-0.027531526590367172,-0.042297478268678024,-0.037404434850771384,-0.037404434850771384,-0.037404434850771384,-0.052849475570998394,-0.04760253765358369,-0.047602537653583354,-0.047602537653583354
2022-10,0.008563163407342422,0.008563163407342422,0.008563163407342422,0.008563163407342422,0.01654297078464162,0.01654297078464162,0.01654297078464162,0.01654297078464162,0.023935124831107935,0.02393512483110838,0.02393512483110838,0.02393512483110838,0.032138696252941745,0.03073588965316576,0.03073588965316576,0.03073588965316576,0.03883778941632521,0.03694208617895467,0.03694208617895467,0.03694208617895467
2022-11,-0.013235912397250527,-0.013235912397250527,-0.013235912397250527,-0.013235912397250527,-0.02641818980728583,-0.02641818980728583,-0.02641818980728583,-0.02641818980728583,-0.03954681176201624,-0.039546811762016354,-0.039546811762016354,-0.039546811762016354,-0.05262175778293454,-0.05262175778293443,-0.05262175778293443,-0.05262175778293443,-0.06564300738111206,-0.06564300738111206,-0.06564300738111128,-0.06564300738111128
2022-12,-0.005062894676462926,-0.005062894676462926,-0.005062894676462926,-0.005062894676462926,-0.010516936477180439,-0.010516936477180439,-0.010516936477180439,-0.010516936477180439,-0.04038936875351795,-0.016355490956476926,-0.016355490956476926,-0.016355490956476926,-0.03373420043257014,-0.02257182137466751,-0.02257182137466751,-0.02257182137466751,-0.04297857307954189,-0.0715391712277158,-0.029159088913534137,-0.029159088913534137
2023-01,0.10265038739740273,0.10265038739740273,0.10265038739740273,0.10265038739740273,0.2063479866157083,0.2063479866157083,0.2063479866157083,0.2063479866157083,0.3032715020180723,0.3110079324728474,0.3110079324728474,0.3110079324728474,0.41304256189628785,0.40597262455662997,0.40597262455662997,0.40597262455662997,0.4390001529997396,0.3771403619833653,0.4144614285645225,0.4144614285645225
2023-02,-0.007897886927570985,-0.007897886927570985,-0.007897886927570985,-0.007897886927570985,-0.01628510651228976,-0.01628510651228976,-0.01628510651228976,-0.01628510651228976,-0.04589740953553012,-0.025142682260668514,-0.025142682260668514,-0.025142682260668514,-0.05117829942991514,-0.03445193113165301,-0.03445193113165301,-0.03445193113165301,-0.06372650766560362,-0.04419445788602716,-0.04419445788602827,-0.04419445788602827
2023-03,0.014817449884397815,0.014817449884397815,0.014817449884397815,0.014817449884397815,0.02910816288853635,0.02910816288853635,0.02910816288853635,0.02910816288853635,-0.019876913552395292,0.042854967163994395,0.042854967163994395,0.042854967163994395,-0.014625180501573354,0.05604115383699648,0.05604115383699648,0.05604115383699648,-0.019544759902635267,0.0686504916241002,0.06865049162409953,0.06865049162409953
2023-04,-0.023374150735030685,-0.023374150735030685,-0.023374150735030685,-0.023374150735030685,-0.041573928668788396,-0.0467464738462513,-0.0467464738462513,-0.0467464738462513,-0.04276309503168696,-0.07009089133111546,-0.07009089133111546,-0.07009089133111546,-0.041662093355063545,-0.08348985283513854,-0.09338250973089346,-0.09338250973089346,-0.05207761669382982,-0.10451544873132823,-0.10451544873132834,-0.11659758640399032
2023-05,-0.0312530627989247,-0.0312530627989247,-0.0312530627989247,-0.0312530627989247,-0.05038321411038271,-0.06218536041953526,-0.06218536041953526,-0.06218536041953526,-0.06299230010202583,-0.09276738918113558,-0.09276738918113558,-0.09276738918113558,-0.0829894308092457,-0.1004907791995665,-0.12297155076549571,-0.12297155076549571,-0.08589040403019599,-0.1253737491858805,-0.12537374918588018,-0.1527721014986323
2023-06,0.02935617224159559,0.02935617224159559,0.02935617224159559,0.02935617224159559,0.0584961522655707,0.0584961522655707,0.0584961522655707,0.0584961522655707,0.08737717105339193,0.08737717105339304,0.08737717105339304,0.08737717105339304,0.10982608931707682,0.11595634632445928,0.1159563463244595,0.1159563463244595,0.1363818687055569,0.14419073775210767,0.144190737752107,0.14419073775210745
2023-07,-0.006820403385483176,-0.006820403385483176,-0.006820403385483176,-0.006820403385483176,-0.01365389345794188,-0.013653893457940769,-0.013653893457940769,-0.013653893457940769,-0.020500468764616087,-0.020500468764615865,-0.020500468764615865,-0.020500468764615865,-0.027360127852964045,-0.027360127852962934,-0.027360127852963934,-0.027360127852963934,-0.0342328692706545,-0.034232869270656385,-0.03423286927065561,-0.0342328692706555
2023-08,0.023262083385222843,0.023262083385222843,0.023262083385222843,0.023262083385222843,-0.040789060246270936,0.04517530924281976,0.04517530924281976,0.04517530924281976,-0.04352902686512883,0.0657138733596867,0.0657138733596867,0.0657138733596867,-0.042730205066207394,-0.08065747526303724,0.0848556976609185,0.0848556976609185,-0.05336559832828092,-0.1002479648771768,-0.10024796487717658,0.10258232816876256
2023-09,-0.05402117957540664,-0.05402117957540664,-0.05402117957540664,-0.05402117957540664,-0.08226548415507406,-0.10560817038967052,-0.10560817038967052,-0.10560817038967052,-0.10506064551492567,-0.14251658422964142,-0.15485187338403716,-0.15485187338403716,-0.083093479169152,-0.16459795509597064,-0.18613451566438333,-0.2018400449434361,-0.10330379231544495,-0.17738837376159533,-0.20648751392113318,-0.24665745527835548
2023-10,0.027472995666701472,0.027472995666701472,0.027472995666701472,0.027472995666701472,0.02561916807676634,0.05500898535213805,0.05500898535213805,0.05500898535213805,0.03792233325615535,0.08258909497173517,0.08258909497173494,0.08258909497173494,-0.04256525796882493,0.04988030837921742,0.11019406095928241,0.1101940609592833,-0.05320657246103089,0.06148741033320415,0.06148741033320393,0.13780422793906966
2023-11,0.021893570811107876,0.021893570811107876,0.021893570811107876,0.021893570811107876,0.04388390960149113,0.04388390960149158,0.04388390960149158,0.04388390960149158,0.06596968420043248,0.06596968420043381,0.06596968420043292,0.06596968420043292,0.11181675717558925,0.08814958677821094,0.0881495867782105,0.08814958677821116,0.1405586192487125,0.1104223332926999,0.1104223332926999,0.11042233329269968
2023-12,0.02742979808822188,0.02742979808822188,0.02742979808822188,0.02742979808822188,0.054334610894327895,0.05433461089432723,0.05433461089432723,0.05433461089432723,0.0807271420784772,0.08072714207847653,0.08072714207847675,0.08072714207847675,0.10661968870739158,0.1066196887073918,0.10661968870739136,0.1066196887073918,0.13202415739203355,0.1320241573920331,0.13202415739203355,0.132024157392034
2024-01,0.003799978174676477,0.003799978174676477,0.003799978174676477,0.003799978174676477,0.007150893016081961,0.0071508930160815165,0.0071508930160815165,0.0071508930160815165,0.03128786609624301,0.010049711391561189,0.010049711391560967,0.010049711391560967,0.05610960412088728,0.012493703444947934,0.012493703444947268,0.012493703444947712,0.06970200483787914,0.034842707110510185,0.021483120267048017,0.014480444246756319
2024-02,0.05706959647155707,0.05706959647155707,0.05706959647155707,0.05706959647155707,0.11495281695530313,0.11495281695530313,0.11495281695530313,0.11495281695530313,0.17358271608911258,0.17358271608911258,0.17358271608911235,0.17358271608911235,0.23289234851085827,0.23289234851085783,0.23289234851085738,0.23289234851085872,0.29281476885841307,0.2928147688584133,0.2928147688584122,0.2928147688584122
2024-03,-0.007889008577369072,-0.007889008577369072,-0.007889008577369072,-0.007889008577369072,-0.043780769216994586,-0.01621440771047844,-0.01621440771047844,-0.01621440771047844,-0.04607948375247006,-0.024963803392958894,-0.024963803392958783,-0.024963803392958783,-0.04409285423448961,-0.08658160522994063,-0.03412480161843989,-0.034124801618440004,-0.055116067793111845,-0.08268630966522061,-0.10761454828489525,-0.043685008380551116
2024-04,-0.00631844459521691,-0.00631844459521691,-0.00631844459521691,-0.00631844459521691,0.011391714547015042,-0.012656867381079406,-0.012656867381079406,-0.012656867381079406,0.016705533764204805,-0.019020769286086536,-0.019020769286086203,-0.019020769286086203,0.021759041299796333,0.02175904129979478,-0.025415381694014028,-0.025415381694014805,0.026548022420741058,0.026548022420741058,0.026548022420740836,-0.03184568579617464
2024-05,0.003763295236673514,0.003763295236673514,0.003763295236673514,0.003763295236673514,0.007173781660417378,0.0071737816604169335,0.0071737816604169335,0.0071737816604169335,0.010239520145942649,0.010239520145942205,0.010239520145942205,0.010239520145942205,0.012968395559211032,0.01296839555921081,0.012968395559211032,0.012968395559210366,0.01745960374863542,0.015368121535283885,0.015368121535284551,0.015368121535285217
2024-06,0.0030490534240412703,0.0030490534240412703,0.0030490534240412703,0.0030490534240412703,0.005137313241777575,0.005137313241778463,0.005137313241778463,0.005137313241778463,0.006287906708428048,0.006287906708428048,0.006287906708428048,0.006287906708428048,0.006523934112411256,0.006523934112410146,0.006523934112411256,0.006523934112410368,0.0058684679187159805,0.005868467918714648,0.005868467918714648,0.005868467918714648
2024-07,0.025475970833910955,0.025475970833910955,0.025475970833910955,0.025475970833910955,0.05062678789550423,0.05062678789550357,0.05062678789550357,0.05062678789550357,0.07542978794666966,0.07542978794667032,0.07542978794667032,0.07542978794667032,0.09986242179329174,0.09986242179329108,0.09986242179329108,0.09986242179329152,0.12390225871805671,0.12390225871805738,0.12390225871805716,0.12390225871805693
2024-08,-0.010632288706219017,-0.010632288706219017,-0.010632288706219017,-0.010632288706219017,-0.02167258495914315,-0.021672584959142593,-0.021672584959142593,-0.021672584959142593,-0.01170113883242141,-0.03310236436261005,-0.03310236436260916,-0.03310236436260916,-0.003525514365195659,-0.04490328675407551,-0.04490328675407518,-0.04490328675407518,-0.005434045959534006,-0.04262049728493311,-0.05705719871617354,-0.05705719871617376
2024-09,0.0023028179520887537,0.0023028179520887537,0.0023028179520887537,0.0023028179520887537,0.00367061493385501,0.0036706149338541216,0.0036706149338541216,0.0036706149338541216,-0.061934698693424495,0.004113311595771663,0.004113311595771663,0.004113311595771663,-0.06136196021163465,0.0036421620567463897,0.003642162056747056,0.003642162056747056,-0.07758138339876464,-0.10671317407495806,0.0022697013571031377,0.0022697013571024716
2024-10,0.029146830834462234,0.029146830834462234,0.029146830834462234,0.029146830834462234,0.058211687224379194,0.058211687224379194,0.058211687224379194,0.058211687224379194,-0.044837539391884285,0.08716916858937118,0.0871691685893714,0.0871691685893714,-0.042673361421705414,0.11599387434906161,0.11599387434906117,0.11599387434906161,-0.05334170177713238,0.1446604039230679,0.14466040392306811,0.14466040392306878
2024-11,0.06629798869169234,0.06629798869169234,0.06629798869169234,0.06629798869169234,0.133970666238715,0.133970666238715,0.133970666238715,0.133970666238715,0.20301803264106666,0.20301803264106777,0.20301803264106644,0.20301803264106644,0.27344008789874774,0.27344008789874774,0.2734400878987482,0.2734400878987475,0.3452368320117587,0.3452368320117585,0.34523683201175936,0.3452368320117589
2024-12,-0.006244410048021343,-0.006244410048021343,-0.006244410048021343,-0.006244410048021343,-0.012708221229044248,-0.012708221229043692,-0.012708221229043692,-0.012708221229043692,-0.01938359863563155,-0.01938359863563177,-0.019383598635631993,-0.019383598635631993,-0.02626309707666774,-0.02626309707666752,-0.026263097076667297,-0.026263097076667075,-0.033339637143862344,-0.03333963714386268,-0.03333963714386268,-0.03333963714386168
2025-01,-0.008976660076685405,-0.008976660076685405,-0.008976660076685405,-0.008976660076685405,-0.043729040272686315,-0.01851008390809905,-0.01851008390809905,-0.01851008390809905,-0.04871432338906534,-0.02858203089964617,-0.028582030899646615,-0.028582030899646615,-0.08350156067923764,-0.08731301057232987,-0.039173907054082524,-0.03917390705408297,-0.10378849249872524,-0.09816280104324138,-0.10901016870531421,-0.05026679307483661
2025-02,0.015110188942456304,0.015110188942456304,0.015110188942456304,0.015110188942456304,0.02979203180400236,0.029792031804001473,0.029792031804001473,0.029792031804001473,0.044042397452861426,0.04404239745286076,0.04404239745286098,0.04404239745286098,0.09408098826247091,0.0578581241653795,0.057858124165379055,0.057858124165379055,0.11760123532808908,0.07123601925149714,0.07123601925149692,0.0712360192514967
2025-03,0.004922315570603963,0.004922315570603963,0.004922315570603963,0.004922315570603963,0.009575341825737826,0.00957534182573716,0.00957534182573716,0.00957534182573716,0.013956372018857133,0.013956372018856467,0.013956372018856023,0.013956372018856023,0.01806273636611988,0.01806273636611966,0.018062736366120102,0.01806273636611966,0.03300992408559811,0.02189180204638519,0.02189180204638541,0.021891802046385633
2025-04,0.014492981237902436,0.014492981237902436,0.014492981237902436,0.014492981237902436,0.027362043230584776,0.027362043230584998,0.027362043230584998,0.027362043230584998,0.031444479947494,0.03863227042805928,0.03863227042805817,0.03863227042805817,0.0619589441746311,0.04833043937282766,0.048330439372827216,0.048330439372826994,-0.10129109353408494,0.03121405889458151,0.05648492241807901,0.056484922418078565
2025-05,0.03041296261920179,0.03041296261920179,0.03041296261920179,0.03041296261920179,0.060613161740078025,0.06061316174007825,0.06061316174007825,0.06061316174007825,0.09057632258761883,0.09057632258761905,0.09057632258761972,0.09057632258761972,0.1202782916572458,0.12027829165724624,0.12027829165724646,0.1202782916572469,0.13453736998699917,0.1496950360193987,0.14969503601939804,0.1496950360193985
2025-06,-0.0525609436370198,-0.0525609436370198,-0.0525609436370198,-0.0525609436370198,-0.08480836674382342,-0.1028527117203003,-0.1028527117203003,-0.1028527117203003,-0.09915368198469088,-0.14511490209508804,-0.15095181251617995,-0.15095181251617995,-0.0823175629594809,-0.16392365746693516,-0.1794212466385139,-0.1969328978728594,-0.09505526046005042,-0.18903772352321746,-0.2014341561260361,-0.2408687910076076
2025-07,0.022377964789196625,0.022377964789196625,0.022377964789196625,0.022377964789196625,0.06263888404156237,0.044380706746326215,0.044380706746326215,0.044380706746326215,0.09295354055944816,0.09295354055944793,0.06600564634517325,0.06600564634517325,0.12259834007540293,0.12259834007540293,0.12259834007540271,0.08725018036075416,0.15157328258942804,0.15157328258942804,0.1515732825894287,0.1081116815965375
2025-08,0.01108389555228717,0.01108389555228717,0.01108389555228717,0.01108389555228717,0.02153421136876177,0.02153421136876199,0.02153421136876199,0.02153421136876199,0.03133249774898794,0.03133249774898794,0.031332497748988164,0.031332497748988164,-0.04570855395147699,0.040460980468312924,0.04046098046831359,0.04046098046831337,-0.09386555786075323,0.048902589807531704,0.04890258980753148,0.04890258980753126
2025-09,-0.03895379295210322,-0.03895379295210322,-0.03895379295210322,-0.03895379295210322,-0.06403766259674604,-0.07662920247033256,-0.07662920247033256,-0.07662920247033256,-0.0853297517472218,-0.11306490305413952,-0.11306490305413897,-0.11306490305413897,-0.08538492309650703,-0.12456526326221973,-0.14829825526163098,-0.14829825526163098,-0.10613688807480648,-0.13496732598899408,-0.15357304116550075,-0.18236536177329044
2025-10,0.02320693799247775,0.02320693799247775,0.02320693799247775,0.02320693799247775,0.04575894862524099,0.045758948625240325,0.045758948625240325,0.045758948625240325,0.02424630651224957,0.06764247339328167,0.06764247339328211,0.06764247339328211,0.03148442085114933,0.08884448135536016,0.08884448135536105,0.0888444813553615,-0.032373066634778014,0.10935246737743354,0.10935246737743265,0.10935246737743398
2025-11,0.03559213914386117,0.03559213914386117,0.03559213914386117,0.03559213914386117,0.07047962506293537,0.0704796250629347,0.0704796250629347,0.0704796250629347,0.10461092632343094,0.10461092632343072,0.10461092632343116,0.10461092632343116,0.1379363662083759,0.13793636620837657,0.13793636620837746,0.1379363662083768,0.1704081227176113,0.1704081227176104,0.17040812271761174,0.17040812271761152
2025-12,0.009609186769741207,0.009609186769741207,0.009609186769741207,0.009609186769741207,0.018810395812113745,0.018810395812113745,0.018810395812113745,0.018810395812113745,0.02759699469443455,0.02759699469443455,0.027596994694434773,0.027596994694434773,0.03596260943787111,0.03596260943787044,0.03596260943787022,0.03596260943787066,0.04390112391269452,0.04390112391269385,0.04390112391269385,0.04390112391269363
2026-01,0.02776919778906839,0.02776919778906839,0.02776919778906839,0.02776919778906839,0.05479782444365422,0.054797824443653775,0.054797824443653775,0.054797824443653775,0.08105115613095104,0.08105115613095171,0.08105115613095171,0.08105115613095171,-0.02110877416017365,0.10649581083459925,0.10649581083460036,0.10649581083459991,-0.02222341290538077,0.13109975167996568,0.13109975167996657,0.13109975167996524
2026-02,0.02518769151733169,0.02518769151733169,0.02518769151733169,0.02518769151733169,0.04905759731662984,0.04905759731663051,0.04905759731663051,0.04905759731663051,0.07172303913141076,0.07172303913141165,0.07172303913141143,0.07172303913141143,0.006449317044965763,0.09328470743942607,0.09328470743942563,0.09328470743942541,0.008061646306206427,0.11383237365833443,0.11383237365833554,0.1138323736583351
