dt,equity
2023-09,-0.04161159454893493
2023-10,0.3572702470850717
2023-11,0.3166860585504174
2023-12,0.0968105272011055
2024-01,0.25451906674500235
2024-02,0.8982808545001417
2024-03,0.10629938793415383
2024-04,-0.20844020226465132
2024-05,-0.03351715233401331
2024-06,-0.05099470764123326
2024-07,0.15608092356935654
2024-08,-0.16558127584863447
2024-09,0.10892512924515185
2024-10,0.6472522741968976
2024-11,1.0819791668996301
2024-12,0.052572895455150315
2025-01,-0.18997970226131178
2025-02,-0.07820810733889949
2025-03,-0.016827496682623844
2025-04,0.4240923975071216
2025-05,0.2381727295130056
2025-06,-0.25438020375363957
2025-07,0.18312007999288138
2025-08,0.005255557839232816
2025-09,-0.2142934332188503
2025-10,-0.04779467407096061
2025-11,0.11817039455786249
2025-12,-0.05810269992997119
2026-01,-0.16603074317749478
2026-02,0.09041523063627332
2026-03,-0.02236759998639759
2026-04,0.061236779084918425
2026-05,-0.18617904010286446
2026-06,0.16504438778791064
2026-07,-0.3617071100464465
2026-08,0.13292984134302288
2026-09,0.25518693578243434
