dt,equity
2020-06,-0.056860934698949595
2020-07,0.11072772318222812
2020-08,-0.05888543001908175
2020-09,-0.04278609233312769
2020-10,0.8755352697143592
2020-11,-0.044584964781830716
2020-12,-0.15282669364076884
2021-01,-0.0573403658873588
2021-02,0.5200704594532015
2021-03,0.1654311657180494
2021-04,-0.0704509558035975
2021-05,-0.03847934054515456
2021-06,-0.012490518864251565
2021-07,0.15826428972744444
2021-08,-0.047304734006649585
2021-09,-0.038058149885609294
2021-10,-0.1128340407109758
2021-11,-0.06644431208483914
2021-12,0.0730987034303574
2022-01,0.08989622074459858
2022-02,-0.08809311627501859
2022-03,-0.09001258727950201
2022-04,-0.10210462010779797
2022-05,0.047633879040859695
2022-06,0.11638480758845082
2022-07,-0.09280590796396315
2022-08,-0.05335021418859354
2022-09,-0.04531817881540068
2022-10,-0.08368426669779105
2022-11,-0.07215576846605876
2022-12,-0.11341768836849275
2023-01,1.0987537996314094
2023-02,-0.09156526945485577
2023-03,-0.1726681217511522
2023-04,-0.04601551564295514
2023-05,-0.0762987305402747
2023-06,0.17769330474363443
2023-07,-0.07925433013717109
2023-08,0.049487045991708944
2023-09,-0.04324836611877991
2023-10,0.35880422246957444
2023-11,0.32106295892738324
2023-12,0.10246942171363149
2024-01,0.25064605460234834
2024-02,-0.061638379608442206
2024-03,-0.04334428001161339
2024-04,-0.033365429892241005
2024-05,-0.10533457333043283
2024-06,-0.01158937132266058
2024-07,-0.06484566063820818
2024-08,-0.05123087274141103
2024-09,0.1035850343618212
2024-10,0.640031572480712
2024-11,1.0651819225162833
2024-12,-0.047460389328632946
2025-01,-0.10696437738800146
2025-02,-0.004279819880145808
2025-03,-0.04886636278188872
2025-04,0.42443588972724355
2025-05,0.24039151338028697
2025-06,-0.0719255808088568
2025-07,0.2948903104478924
2025-08,-0.03337271688569088
2025-09,-0.09908833796596328
2025-10,-0.0452464980498527
2025-11,0.12188055973231138
2025-12,-0.041798894546751786
2026-01,0.005107265594136434
2026-02,0.0907300843051928
2026-03,-0.021894158548331988
2026-04,-0.07122209877546748
2026-05,-0.10908457896257606
2026-06,0.1663694265060114
2026-07,-0.08618608384439597
2026-08,-0.0990583211839331
2026-09,-0.052640130392303086
