dt,equity
2023-09,-0.04161159454893493
2023-10,0.3286259198302428
2023-11,0.2689223103943068
2023-12,0.2750951146818208
2024-01,0.2082332838382861
2024-02,-0.06148150194700397
2024-03,-0.06398227013067048
2024-04,-0.02737347279764346
2024-05,-0.11078825909504653
2024-06,-0.010261096570195694
2024-07,-0.07077673776610738
2024-08,-0.054966517652288105
2024-09,0.09958442541548851
2024-10,0.5756076535721733
2024-11,1.0529831227218236
2024-12,-0.046390209484576395
2025-01,-0.10904210566666961
2025-02,-0.004193622366211902
2025-03,-0.04662879738796677
2025-04,0.41176113728391606
2025-05,0.4457035081023144
2025-06,-0.07120298447421536
2025-07,0.2855898508136092
2025-08,-0.03359837964571566
2025-09,-0.09230067344489756
2025-10,-0.06442939472464082
2025-11,0.11979254340303513
2025-12,-0.04306729510425844
2026-01,0.002906837258828343
2026-02,0.0865758700246515
2026-03,-0.01985773840184457
2026-04,-0.07135074724483925
2026-05,-0.12515721835477478
2026-06,0.1679953130334777
2026-07,-0.08586097451502583
2026-08,-0.09904748829128318
2026-09,-0.05258548504454119
