dt,equity
2020-06,-0.05881861242794206
2020-07,0.1509033210127375
2020-08,-0.05953662041648333
2020-09,0.0
2020-10,0.8835103632185402
2020-11,-0.043931052762687495
2020-12,-0.15093963690256862
2021-01,-0.05833122204534047
2021-02,0.4886568421000643
2021-03,0.15100647810137402
2021-04,-0.04382873293863365
2021-05,-0.08299895755047082
2021-06,0.0
2021-07,0.14804428328542518
2021-08,-0.04573298957176719
2021-09,-0.027356636457443684
2021-10,-0.042928738952413004
2021-11,-0.0781978714113799
2021-12,0.0
2022-01,0.0
2022-02,-0.045474788961542445
2022-03,-0.06010078670194452
2022-04,-0.05714711547276907
2022-05,0.0
2022-06,0.0
2022-07,-0.05362666337782984
2022-08,-0.08078741934493927
2022-09,0.0
2022-10,-0.044077311909519024
2022-11,-0.04657224574084573
2022-12,-0.09161823134586133
2023-01,1.143009136681341
2023-02,-0.09098100153039568
2023-03,-0.15502280381164035
2023-04,-0.04539411052129594
2023-05,-0.06339853079337332
2023-06,0.20576128394323945
2023-07,-0.07946463391241376
2023-08,0.0
2023-09,-0.009950068758303288
2023-10,0.3605890444056574
2023-11,0.3210137827280266
2023-12,0.10462340145502869
2024-01,0.27935611226284096
2024-02,-0.051228053038855026
2024-03,-0.04145103219959534
2024-04,-0.057963299745051655
2024-05,-0.07643339806372207
2024-06,-0.049474697249619615
2024-07,-0.07563454513793566
2024-08,-0.04196547049521038
2024-09,0.1341601377725643
2024-10,0.6427550660802288
2024-11,1.0666503180322757
2024-12,-0.04787057260284977
2025-01,-0.0673647166411433
2025-02,-0.09232869918626896
2025-03,0.0
2025-04,0.4527176090568188
2025-05,0.2402520677984512
2025-06,-0.04908191391734551
2025-07,0.294367611737514
2025-08,-0.059577789237774126
2025-09,-0.04392233127690193
2025-10,-0.049991970275313546
2025-11,0.0
2025-12,0.0
2026-01,-0.06936778228502671
2026-02,0.0
2026-03,0.027050051032466493
2026-04,-0.05214196279591188
2026-05,-0.1196296896333362
2026-06,0.0
2026-07,-0.045495348629327914
2026-08,-0.06786954773349307
2026-09,-0.05253957971890233
