dt,equity
2023-09,-0.04161159454893493
2023-10,0.3572702470850717
2023-11,0.3166860585504174
2023-12,0.0968105272011055
2024-01,0.25451906674500235
2024-02,-0.06022194526778346
2024-03,-0.050475546653738435
2024-04,-0.019275838290309544
2024-05,-0.11005666252912871
2024-06,-0.018196333245643515
2024-07,-0.06396722544601186
2024-08,-0.05262779146547203
2024-09,0.11134477198075654
2024-10,0.6377394236706551
2024-11,1.0594931710551085
2024-12,-0.04645960518951353
2025-01,-0.10706569959271095
2025-02,-0.0032606778907985356
2025-03,-0.04537197206479149
2025-04,0.4311518016484748
2025-05,0.23879850021538274
2025-06,-0.07038745460488627
2025-07,0.2964582764780961
2025-08,-0.03422060645357361
2025-09,-0.09127962645246723
2025-10,-0.049830946753910865
2025-11,0.12016777574762538
2025-12,-0.04180908045848808
2026-01,0.004588533612747581
2026-02,0.07328513015590832
2026-03,-0.021702699213464127
2026-04,-0.0713856456497658
2026-05,-0.10895994852173396
2026-06,0.15401138805235814
2026-07,-0.08457112718981319
2026-08,-0.09885511835617855
2026-09,-0.052696907619713684
